"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"21207",216165,"Anton Schott (New Earth)","Public Identity","Bad Characters","Brown Eyes","Red Hair","Male Characters",FALSE,"Living Characters",2,"January",2011,"DC"
"21208",309860,"Bixby Rhodes (New Earth)","Public Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"June",2011,"DC"
"21209",202882,"Brendt Sorensen (New Earth)",NA,"Bad Characters","Green Eyes","Red Hair","Male Characters",FALSE,"Living Characters",2,"January",2011,"DC"
"21210",206715,"Clive (New Earth)","Public Identity","Bad Characters",NA,"White Hair","Male Characters",FALSE,"Deceased Characters",2,"March",2011,"DC"
"21211",256857,"Dark Avatar (New Earth)",NA,"Bad Characters",NA,NA,NA,FALSE,"Deceased Characters",2,"June",2011,"DC"
"21212",308807,"Enyo (New Earth)","Public Identity","Bad Characters","Black Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,"January",2011,"DC"
"21213",264973,"Eric Fine (New Earth)",NA,"Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"April",2011,"DC"
"21214",239483,"Figment (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"July",2011,"DC"
"21215",205619,"Henry Hackenbacker (New Earth)","Public Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"March",2011,"DC"
"21216",250306,"Id (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"February",2011,"DC"
"21217",207550,"Korrigan (New Earth)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",2,"February",2011,"DC"
"21218",271514,"Lewis Bayard (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"May",2011,"DC"
"21219",213682,"Maggie Mxyzptlk (New Earth)","Secret Identity","Neutral Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"February",2011,"DC"
"21220",216803,"Manuel Carlito (New Earth)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"May",2011,"DC"
"21221",222103,"Marcus Teman (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"May",2011,"DC"
"21222",239480,"Miranda (New Earth)","Secret Identity","Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"July",2011,"DC"
"21223",210537,"Ophelia Day (New Earth)",NA,"Bad Characters","Green Eyes","Red Hair","Female Characters",FALSE,"Living Characters",2,"April",2011,"DC"
"21224",212052,"Organ Grinder (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2011,"DC"
"21225",271715,"Prince (New Earth)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2011,"DC"
"21226",228588,"Rayhan Mazin (New Earth)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"July",2011,"DC"
"21227",213253,"Super-Chief II (New Earth)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"May",2011,"DC"
"21228",297265,"Tiger Shark (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"August",2011,"DC"
"21229",212113,"William II (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"February",2011,"DC"
"21230",288470,"Zone Child (New Earth)","Public Identity","Bad Characters","Yellow Eyes",NA,"Male Characters",FALSE,"Living Characters",2,"May",2011,"DC"
"21231",345874,"Alera (New Earth)","Public Identity","Good Characters","Green Eyes","White Hair","Female Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21232",205472,"Benjamin Vitale (New Earth)","Public Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"September",2010,"DC"
"21233",209861,"Birthday Girl (New Earth)",NA,"Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21234",357637,"Bizarro Martian Manhunter (New Earth)","Secret Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21235",191817,"Blind Fury (New Earth)","Secret Identity","Bad Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21236",246763,"Brute IV (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21237",211696,"Captain Cornwall (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21238",191585,"Captain Moondust (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21239",312069,"Chair (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"April",2010,"DC"
"21240",196581,"Charlotte Blackwood (New Earth)",NA,"Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21241",209856,"Coffin Dweller (New Earth)","Secret Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21242",191599,"Dark Druid (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21243",211769,"Death Cap (New Earth)","Secret Identity",NA,NA,NA,NA,FALSE,"Living Characters",2,"December",2010,"DC"
"21244",249474,"Director (New Earth)","Secret Identity",NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"July",2010,"DC"
"21245",211717,"Distinguished Gentleman (New Earth)","Secret Identity",NA,NA,"Grey Hair","Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21246",162079,"Edward English (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2010,"DC"
"21247",246783,"Elijah (New Earth)","Public Identity","Bad Characters",NA,"White Hair","Male Characters",FALSE,"Deceased Characters",2,"October",2010,"DC"
"21248",206701,"Evan Gibson (New Earth)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"August",2010,"DC"
"21249",191605,"Faceoff (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",TRUE,"Living Characters",2,"December",2010,"DC"
"21250",211726,"Fro (New Earth)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21251",174363,"Glibberquip (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"July",2010,"DC"
"21252",317081,"Henri Ducart (New Earth)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"May",2010,"DC"
"21253",157556,"Hunter Mann (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2010,"DC"
"21254",167764,"Karl Zorn (New Earth)",NA,NA,"Brown Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,"July",2010,"DC"
"21255",162080,"King Coal (New Earth)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"March",2010,"DC"
"21256",284595,"Lotta (New Earth)","Public Identity","Good Characters","Green Eyes","Purple Hair","Female Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21257",178618,"Malia (New Earth)","Public Identity","Bad Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",2,"January",2010,"DC"
"21258",191264,"Mayor Fleming (New Earth)","Public Identity",NA,"Black Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21259",211746,"Mister Ibis (New Earth)","Secret Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21260",153168,"Narok (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"January",2010,"DC"
"21261",164082,"Oberon Sexton (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"August",2010,"DC"
"21262",181900,"Otto von Belzig (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"April",2010,"DC"
"21263",284596,"Phil (New Earth)","Public Identity","Good Characters","Black Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21264",246777,"Pisces (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21265",191591,"Professional Scotsman (New Earth)","Secret Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21266",211573,"Rush Hour II (New Earth)","Secret Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21267",167101,"Sebastian Rothschild (New Earth)","Public Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"April",2010,"DC"
"21268",211759,"Settler I (New Earth)","Secret Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21269",211511,"Space Cadet (New Earth)","Secret Identity",NA,NA,NA,"Female Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21270",246772,"Spike II (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2010,"DC"
"21271",164726,"Tangle (New Earth)","Secret Identity","Bad Characters",NA,"White Hair","Male Characters",FALSE,"Living Characters",2,"February",2010,"DC"
"21272",211723,"Tongs (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21273",228576,"Viktor Burgos (New Earth)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"June",2010,"DC"
"21274",211782,"Zero (New Earth)","Secret Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"December",2010,"DC"
"21275",279168,"Ace of Clubs III (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21276",278557,"Ace of Diamonds II (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21277",183950,"Ace of Hearts II (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21278",275054,"Agent Liberty II (New Earth)","Secret Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21279",140131,"Ak-Var (New Earth)","Public Identity","Neutral Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",2,"August",2009,"DC"
"21280",345834,"Alkistis (New Earth)","Public Identity","Good Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",2,"December",2009,"DC"
"21281",215333,"Beaumont (New Earth)","Secret Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"August",2009,"DC"
"21282",127053,"Big Game (New Earth)","Secret Identity","Bad Characters",NA,"Red Hair","Male Characters",FALSE,"Deceased Characters",2,"May",2009,"DC"
"21283",160247,"Blake (New Earth)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21284",268612,"Boss Bishonen (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21285",341989,"Catherine Hamilton (New Earth)","Public Identity","Neutral Characters","Green Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21286",99169,"Deadcoil (New Earth)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2009,"DC"
"21287",164217,"Deadly Force (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21288",120721,"Djo Dje (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21289",115212,"Djo Mek (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21290",115229,"Djo Sut (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21291",148617,"Dregz (New Earth)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"February",2009,"DC"
"21292",134337,"Frederick Abberline (New Earth)",NA,"Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"February",2009,"DC"
"21293",175092,"Gabriel Santo (New Earth)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"November",2009,"DC"
"21294",183951,"Jack of Hearts III (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21295",175990,"Jennifer Rice (New Earth)","Secret Identity","Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,"February",2009,"DC"
"21296",120718,"Khaji Eq (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21297",115203,"Khaji Ro (New Earth)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21298",115222,"Khaji Tal (New Earth)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2009,"DC"
"21299",183952,"King of Hearts III (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21300",312386,"Leland McCauley (New Earth)",NA,"Good Characters",NA,"White Hair","Male Characters",FALSE,"Deceased Characters",2,"May",2009,"DC"
"21301",166247,"Lyle Blanco (New Earth)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21302",137996,"Mister Toad (New Earth)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"August",2009,"DC"
"21303",116163,"Mur (New Earth)",NA,"Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,"January",2009,"DC"
"21304",268580,"Nazo Baluda (New Earth)","Secret Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21305",95616,"Orlan (New Earth)","Public Identity","Good Characters","White Eyes",NA,"Male Characters",FALSE,"Living Characters",2,"January",2009,"DC"
"21306",183949,"Queen of Hearts IV (New Earth)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21307",215348,"Robo-Octo-Ape (New Earth)",NA,"Bad Characters",NA,NA,NA,FALSE,"Living Characters",2,"August",2009,"DC"
"21308",171666,"Samuel Aerons (New Earth)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21309",215336,"Sunny Jim (New Earth)","Secret Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"August",2009,"DC"
"21310",183953,"Ten of Hearts I (New Earth)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"October",2009,"DC"
"21311",140133,"Tes Ak-Var (New Earth)","Public Identity","Neutral Characters",NA,"Red Hair","Female Characters",FALSE,"Deceased Characters",2,"August",2009,"DC"
"21312",199943,"Todd Rice (Some Years Later)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",TRUE,"Living Characters",2,"February",2009,"DC"
"21313",307725,"Akhlut (New Earth)","Secret Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"August",2008,"DC"
"21314",344919,"Alcinoe (New Earth)",NA,NA,NA,"Strawberry Blond Hair","Female Characters",FALSE,"Living Characters",2,"January",2008,"DC"
"21315",66363,"Brother Drive (New Earth)",NA,NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"July",2008,"DC"
"21316",66360,"Brother Think (New Earth)",NA,NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"July",2008,"DC"
"21317",85368,"Clarice Coeur (New Earth)",NA,"Good Characters",NA,NA,"Female Characters",FALSE,"Deceased Characters",2,"October",2008,"DC"
"21318",268626,"Dai Yokohama (New Earth)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"July",2008,"DC"
"21319",173487,"Empathy (New Earth)","Secret Identity","Good Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Living Characters",2,"March",2008,"DC"
"21320",71683,"Honor Jackson (New Earth)",NA,"Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2008,"DC"
"21321",134201,"J.A.K.E. 6.1 (New Earth)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"May",2008,"DC"
"21322",135978,"Jake Donnelly (New Earth)",NA,"Neutral Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"October",2008,"DC"
"21323",60693,"Jonathan Banks (New Earth)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"June",2008,"DC"
